id,sheet,source,description,city,province_state,materialOpCost,laborOpCost,equipmentOpCost
180339,materials_lighting,placeholder,"Fluorescent lamp, full spectrum, 85 watt, 6' long",,,2794.5,1747.26,0.0
180340,materials_lighting,placeholder,"Fluorescent lamp, full spectrum, 110 watt, 8' long",,,5826.8,2491.42,0.0
180341,materials_lighting,placeholder,"Fluorescent lamp, twin tube compact lamp",,,636.54,2469.42,0.0
180342,materials_lighting,placeholder,"Fluorescent lamp, double twin tube compact lamp",,,4505.55,438.6,0.0
180343,materials_lighting,placeholder,"Metal halide lamp, mogul base, 175 Watt",,,600.6,10481.1,0.0
180344,materials_lighting,placeholder,"Metal halide lamp, mogul base, 250 Watt",,,4107.5,1230.5,0.0
180345,materials_lighting,placeholder,"Metal halide lamp, mogul base, 400 Watt",,,6835.775,9335.7,0.0
180346,materials_lighting,placeholder,"Metal halide lamp, mogul base, 1,000 watt",,,14157.0,3795.0,0.0
180347,materials_lighting,placeholder,"Metal halide lamp, mogul base, 125,000 initial lumens, 1,000 watt",,,52448.8,10367.25,0.0
180348,materials_lighting,placeholder,"Metal halide lamp, mogul base, 1,500 watt",,,49272.3,7365.75,0.0
180349,materials_lighting,placeholder,"High sodium pressure lamp, mogul base, 70 watt",,,14170.875,4404.5,0.0
180350,materials_lighting,placeholder,"High sodium pressure lamp, mogul base, 100 Watt",,,1786.4,7272.6,0.0
180351,materials_lighting,placeholder,"High sodium pressure lamp, mogul base, 150 Watt",,,9783.8,9181.6,0.0
180352,materials_lighting,placeholder,"High sodium pressure lamp, mogul base, 250 Watt",,,14476.8,10320.1,0.0
180353,materials_lighting,placeholder,"High sodium pressure lamp, mogul base, 400 Watt",,,12301.625,5409.6,0.0
180354,materials_lighting,placeholder,"High sodium pressure lamp, mogul base, 1,000 watt",,,33105.625,2383.95,0.0
180355,materials_lighting,placeholder,"Low pressure sodium lamp, mogul base, 35 watt",,,4261.925,10614.5,0.0
180356,materials_lighting,placeholder,"Low pressure sodium lamp, mogul base, 55 watt",,,5207.475,4862.2,0.0
180357,materials_lighting,placeholder,"Low pressure sodium lamp, mogul base, 90 watt",,,38040.3,4409.1,0.0
180358,materials_lighting,placeholder,"Low pressure sodium lamp, mogul base, 135 watt",,,4847.1,13561.95,0.0
180359,materials_lighting,placeholder,"Low pressure sodium lamp, mogul base, 180 watt",,,24976.0,7748.7,0.0
180360,materials_lighting,placeholder,"Quartzline lamp, clear, 500 watt",,,1956.5,2602.5,0.0
180361,materials_lighting,placeholder,"Quartzline lamp, clear, 1,500 watt",,,3042.0,16894.65,0.0
180362,materials_lighting,placeholder,"Quartzline lamp, spot, 50 watt, MR 16",,,955.485,694.3,0.0
180363,materials_lighting,placeholder,"Quartzline tungsten halogen lamp, 400 Watt, T4",,,2833.59,3087.5,0.0
180364,materials_lighting,placeholder,"Quartzline tungsten halogen lamp, 1,200 watt, T3",,,13692.8,3620.2,0.0
180365,materials_lighting,placeholder,"Halogen lamp, 50 watt, PAR 30",,,1497.7,456.86,0.0
180366,materials_lighting,placeholder,"Quartzline tungsten halogen lamp, 90 watt, par 38",,,25565.95,506.68,0.0
180367,materials_lighting,placeholder,"LED lamp, interior, globe clear A60, equal to 60 W",,,126.765,10.698,0.0
180368,materials_lighting,placeholder,"LED lamp, interior, globe frosted A60, equal to 6O W",,,11.112,6.063,0.0
180369,materials_lighting,placeholder,"LED lamp, interior, globe earth, equal to 10O W",,,13.987,21.275,0.0
180370,materials_lighting,placeholder,"LED lamp, interior, MR!6, 3 W, replacement of halogen 25 W",,,73.332,12.058,0.0
180371,materials_lighting,placeholder,"LED lamp, interior, MR!6, 6 W, replacement of halogen 45 W",,,41.154,5.777,0.0
180372,materials_lighting,placeholder,"LED lamp, interior, PAR20, 1O W, equal to 6O W",,,87.563,18.28,0.0
180373,materials_lighting,placeholder,"LED lamp, interior, PAR30, 15 W, equal to 10O W",,,255.813,6.911,0.0
180374,materials_lighting,placeholder,"LED lamp, 5O W LED lamp",,,2288.55,9.508,0.0
180375,materials_lighting,placeholder,"LED lamp, 11 Watt reflector dimmable warm white LED light bulb with medium base",,,228.984,18.932,0.0
180376,materials_lighting,placeholder,"LED lamp, 13 Watt reflector LED warm white e26 with medium base 120 volt box",,,176.962,26.108,0.0
180377,materials_lighting,placeholder,"LED lamp, 3500K LED advantage T8 9 W 800LM 2ft linear 2 BD frosted",,,24.182,18.557,0.0
180378,materials_lighting,placeholder,"LED lamp, 4000K LED litespan T8 9 W 900LM 2ft linear frosted",,,57.649,46.546,0.0
180379,materials_lighting,placeholder,"LED lamp, 5000K LED litespan T8 9 W 900LM 2ft linear frosted",,,69.875,20.079,0.0
180380,materials_lighting,placeholder,"LED lamp, 18 W LED 4ft T8 4000K frost 1600L linear lamp",,,41.288,23.591,0.0
180381,materials_lighting,placeholder,"LED lamp, 5000K LED advantage T8 18 W 1600LM 4ft linear 2BD frosted",,,64.704,17.89,0.0
180382,materials_lighting,placeholder,Lighting control module,,,2012.16,559.59,0.0
180383,materials_lighting,placeholder,"Lighting devices, remote power pack",,,100.8,206.862,0.0
180384,materials_lighting,placeholder,"Lighting devices, occupancy sensors, passive infrared, ceiling mounted",,,366.73,159.348,0.0
180385,materials_lighting,placeholder,"Lighting devices, occupancy sensors, ultrasonic, ceiling mounted",,,255.486,45.08,0.0
180386,materials_lighting,placeholder,"Lighting devices, occupancy sensors, dual technology, ceiling mounted",,,254.375,263.304,0.0
180387,materials_lighting,placeholder,"Lighting devices, automatic wall switches",,,37.467,27.332,0.0
180388,materials_lighting,placeholder,"Lighting devices, daylighting sensor, manual control, ceiling mounted",,,121.004,235.592,0.0
180389,materials_lighting,placeholder,"Lighting devices, daylighting sensor, remote and dimming control, ceiling mounted, incl remote controller",,,207.276,29.468,0.0
180390,materials_lighting,placeholder,"Lighting devices, daylight level sensor, wall mounted, on/off or dimming, up to 50 ballasts",,,185.288,374.014,0.0
170391,materials_hvac,placeholder,"Gas piping, flexible (CSST), tubing with lightning protection, 1""",,,16.422,2.745,0.0
170392,materials_hvac,placeholder,"Gas piping, flexible (CSST), fittings, manifold with four ports, 3/4"" x 1/2"" x 1/2"" (4)",,,25.754,8.4,0.0
170393,materials_hvac,placeholder,"Fuel oil specialties, fuel oil filter, 32 GPH, 3/8"" I.P.T.",,,517.773,165.127,0.0
170394,materials_hvac,placeholder,"Storage tank, horizontal, steel, above ground, double wall, 2,000 gallon, incl. cradles, coating & fittings, excl. foundation, pumps or piping",,,32546.625,2594.845,0.0
170395,materials_hvac,placeholder,"Underground storage tank, steel, sti-P3, set in place, single wall, 1,000 gal cap, 7 ga. shell, excl. hold-down bars, excavation, pad pumps & piping",,,14472.45,1883.5,0.0
170396,materials_hvac,placeholder,"Storage tank, horizontal, steel, above ground, single wall, 550 gallon, incl. cradles, coating & fittings, excl. foundation, pumps or piping",,,4252.9,291.555,0.0
170397,materials_hvac,placeholder,"Fuel oil specialties, fuel oil pump, light fuel and diesel oils, 1/3 H.P., 27 GPH",,,349.2,798.589,0.0
170398,materials_hvac,placeholder,"Valves, brass, gas cocks, threaded, 3/4""",,,34.85,27.69,0.0
170399,materials_hvac,placeholder,"Valves, bronze, gate, non-rising stem, soldered, 125 psi, 1-1/4""",,,793.35,157.608,0.0
170400,materials_hvac,placeholder,"Valves, bronze, gate, non-rising stem, soldered, 125 psi, 1-1/2""",,,682.08,149.026,0.0
170401,materials_hvac,placeholder,"Valves, bronze, gate, non-rising stem, threaded, class 150, 3/4""",,,670.067,129.063,0.0
170402,materials_hvac,placeholder,"Valves, bronze, gate, non-rising stem, threaded, class 150, 1""",,,694.88,138.794,0.0
170403,materials_hvac,placeholder,"Valves, bronze, gate, non-rising stem, threaded, class 150, 1-1/4""",,,848.586,91.652,0.0
170404,materials_hvac,placeholder,"Valves, bronze, gate, non-rising stem, threaded, class 150, 2""",,,742.205,204.799,0.0
170405,materials_hvac,placeholder,"Valves, bronze, relief, pressure & temperature, self-closing, threaded, 3/4"", ASME",,,1148.02,77.95,0.0
170406,materials_hvac,placeholder,"Valves, iron body, butterfly, wafer type, lever actuator, 200 lb., 2""",,,55.485,41.924,0.0
170407,materials_hvac,placeholder,"Valves, iron body, butterfly, wafer type, lever actuator, 200 lb., 2-1/2""",,,613.785,227.023,0.0
170408,materials_hvac,placeholder,"Valves, iron body, butterfly, wafer type, lever actuator, 200 lb., 4""",,,538.738,621.152,0.0
170409,materials_hvac,placeholder,"Valves, iron body, gate, non-rising stem, flanged, 125 lb., 2""",,,838.56,135.978,0.0
170410,materials_hvac,placeholder,"Valves, iron body, gate, non-rising stem, flanged, 125 lb., 2-1/2""",,,502.04,783.284,0.0
170411,materials_hvac,placeholder,"Valves, iron body, gate, non-rising stem, flanged, 125 lb., 4""",,,1375.98,837.005,0.0
170412,materials_hvac,placeholder,"Valves, cast iron body, multipurpose, functions as a shut off, balancing, check and metering valve, threaded, 2"" size",,,2498.45,79.083,0.0
170413,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), calcium silicate, 1"" wall, 1"" iron pipe size, includes 8 oz. canvas cover",,,6.869,15.399,0.0
170414,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), calcium silicate, 1"" wall, 1-1/4"" iron pipe size, includes 8 oz. canvas cover",,,5.105,8.168,0.0
170415,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), calcium silicate, 1"" wall, 1-1/2"" iron pipe size, includes 8 oz. canvas cover",,,4.626,31.907,0.0
170416,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), calcium silicate, 1"" wall, 3"" iron pipe size, includes 8 oz. canvas cover",,,17.444,31.432,0.0
170417,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 3/4"" iron pipe size",,,6.288,2.072,0.0
170418,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1"" iron pipe size",,,6.242,1.131,0.0
170419,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1-1/4"" iron pipe size",,,0.465,10.637,0.0
170420,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 1-1/2"" iron pipe size",,,8.672,18.19,0.0
170421,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 2"" iron pipe size",,,8.552,1.77,0.0
170422,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1"" wall, 2-1/2"" iron pipe size",,,5.944,4.464,0.0
170423,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1-1/2"" wall, 2-1/2"" iron pipe size",,,17.274,16.771,0.0
170424,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), fiberglass with all service jacket, 1-1/2"" wall, 4"" iron pipe size",,,22.495,34.932,0.0
170425,materials_hvac,placeholder,"Insulation, pipe covering (price copper tube one size less than I.P.S.), finishes, .016"" thick, for aluminum jacket, add",,,13.753,13.42,0.0
170426,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 3/4"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,13.695,9.108,0.0
170427,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 1"" diameter, type K, includes coupling & clevis hanger assembly 10' OC",,,28.023,6.458,0.0
170428,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 1-1/4"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,10.181,49.697,0.0
170429,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 1-1/2"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,51.55,51.093,0.0
170430,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 2"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,66.476,22.771,0.0
170431,materials_hvac,placeholder,"Pipe, copper, tubing, solder, 2-1/2"" diameter, type L, includes coupling & clevis hanger assembly 10' OC",,,96.936,31.28,0.0
170432,materials_hvac,placeholder,"Pipe, sub assemblies used in assembly systems, chilled water unit, coil connections, per unit, under 10 ton",,,12342.5,2512.125,0.0
170433,materials_hvac,placeholder,"Pipe, sub assemblies used in assembly systems, chilled water unit, coil connections, per unit, 10 ton and up",,,17178.0,4218.75,0.0
170434,materials_hvac,placeholder,"Pipe, sub assemblies used in assembly systems, chilled water distribution piping, per ton, less than 61 ton systems",,,8.58,219.312,0.0
170435,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 3/4""",,,6.503,57.029,0.0
170436,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 1""",,,30.739,173.717,0.0
170437,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 1-1/4""",,,9.406,22.836,0.0
170438,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 1-1/2""",,,7.622,250.985,0.0
170439,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 2""",,,49.248,239.368,0.0
170440,materials_hvac,placeholder,"Elbow, 90 Deg., copper, wrought, copper x copper, 2-1/2""",,,131.274,326.235,0.0
170441,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 3/4""",,,6.555,103.605,0.0
170442,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 1""",,,6.276,279.489,0.0
170443,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 1-1/4""",,,13.039,89.206,0.0
170444,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 1-1/2""",,,60.426,46.576,0.0
170445,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 2""",,,122.687,127.558,0.0
170446,materials_hvac,placeholder,"Tee, copper, wrought, copper x copper, 2-1/2""",,,252.978,542.272,0.0
170447,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 3/4""",,,298.597,125.633,0.0
170448,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 1""",,,222.102,48.972,0.0
170449,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 1-1/4""",,,801.99,13.301,0.0
170450,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 1-1/2""",,,1009.75,212.332,0.0
170451,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 2""",,,1993.845,176.457,0.0
170452,materials_hvac,placeholder,"Union, copper, cast, copper x copper, 2-1/2""",,,4547.4,83.922,0.0
170453,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 3/4""",,,6.342,159.737,0.0
170454,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 1""",,,15.228,48.356,0.0
170455,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 1-1/4""",,,177.862,216.746,0.0
170456,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 1-1/2""",,,416.325,98.318,0.0
170457,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 2""",,,752.444,135.124,0.0
170458,materials_hvac,placeholder,"Adapter, copper, wrought, copper x male I.P.S., 2-1/2""",,,723.855,134.583,0.0
170459,materials_hvac,placeholder,"Pipe, steel, black, threaded, 1/2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,3.584,49.244,0.0
170460,materials_hvac,placeholder,"Pipe, steel, black, threaded, 3/4"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,13.311,37.367,0.0
170461,materials_hvac,placeholder,"Pipe, steel, black, threaded, 1"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,2.216,59.545,0.0
170462,materials_hvac,placeholder,"Pipe, steel, black, threaded, 1-1/4"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,77.002,52.07,0.0
170463,materials_hvac,placeholder,"Pipe, steel, black, threaded, 1-1/2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,54.961,38.006,0.0
170464,materials_hvac,placeholder,"Pipe, steel, black, threaded, 2"" diameter, schedule 40, Spec. A-53, includes coupling and clevis hanger assembly sized for covering, 10' OC",,,103.758,86.18,0.0
170465,materials_hvac,placeholder,"Pipe, steel, black, welded, 2-1/2"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10' OC",,,103.608,35.975,2.987
170466,materials_hvac,placeholder,"Pipe, steel, black, welded, 3"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10' OC",,,137.501,15.235,7.811
170467,materials_hvac,placeholder,"Pipe, steel, black, welded, 4"" diameter, schedule 40, Spec. A-53, includes yoke & roll hanger assembly, sized for covering, 10' OC",,,298.752,42.592,10.832
170468,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1/2""",,,8.955,193.16,0.0
170469,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 3/4""",,,11.979,211.735,0.0
170470,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1""",,,6.218,218.362,0.0
170471,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1-1/4""",,,38.126,197.308,0.0
170472,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 1-1/2""",,,13.008,131.57,0.0
170473,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 2""",,,22.184,13.952,0.0
170474,materials_hvac,placeholder,"Elbow, 90 Deg., steel, malleable iron, black, straight, threaded, 150 lb., 2-1/2""",,,141.96,257.134,0.0
170475,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 3/4""",,,1.56,200.166,0.0
170476,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1""",,,18.557,46.084,0.0
170477,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1-1/4""",,,29.136,176.436,0.0
170478,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 1-1/2""",,,40.735,340.067,0.0
170479,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 2""",,,58.616,97.798,0.0
170480,materials_hvac,placeholder,"Tee, steel, malleable iron, black, straight, threaded, 150 lb., 2-1/2""",,,171.404,595.788,0.0
170481,materials_hvac,placeholder,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 3/4""",,,36.57,141.109,0.0
170482,materials_hvac,placeholder,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 1""",,,27.608,13.366,0.0
170483,materials_hvac,placeholder,"Tee, steel, malleable iron, black, reducing on the outlet, threaded, 150 lb., 2""",,,62.909,60.241,0.0
170484,materials_hvac,placeholder,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 3/4""",,,8.268,131.2,0.0
170485,materials_hvac,placeholder,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 1-1/4""",,,48.541,209.983,0.0
170486,materials_hvac,placeholder,"Reducer, steel, malleable iron, black, concentric, threaded, 150 lb., 2""",,,48.32,124.187,0.0
170487,materials_hvac,placeholder,"Cap, steel, malleable iron, black, threaded, 150 lb., 3/4""",,,4.303,40.488,0.0
170488,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 3/4""",,,24.903,8.131,0.0
170489,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1""",,,55.314,12.154,0.0
170490,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1-1/4""",,,126.96,53.788,0.0
170491,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 1-1/2""",,,136.65,50.84,0.0
170492,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 2""",,,182.831,262.78,0.0
170493,materials_hvac,placeholder,"Union, steel, malleable iron, black, with brass seat, threaded, 150 lb., 2-1/2""",,,398.32,104.195,0.0
170494,materials_hvac,placeholder,"Elbow, 90 Deg., steel, carbon steel, black, long radius, butt weld, standard weight, 2-1/2"" pipe size, includes 1 weld per joint and weld machine",,,125.4,609.02,36.083
170495,materials_hvac,placeholder,"Elbow, 90 Deg., steel, carbon steel, black, long radius, butt weld, standard weight, 4"" pipe size, includes 1 weld per joint and weld machine",,,214.214,1135.16,78.643
170496,materials_hvac,placeholder,"Reducer, steel, carbon steel, black, eccentric, butt weld, standard weight, 2-1/2"" pipe size, includes 1 weld per joint and weld machine",,,194.45,234.621,41.088
170497,materials_hvac,placeholder,"Tee, steel, carbon steel, black, reducing on the outlet, butt weld, standard weight, 2-1/2"" x 2"" pipe size, includes 1 weld per joint and weld machine",,,330.075,805.232,79.609
170498,materials_hvac,placeholder,"Nozzle, steel, T-O-L, weld-on, 1/4"" pipe size, includes 1 weld per joint and weld machine",,,58.765,125.197,2.91
170499,materials_hvac,placeholder,"Nozzle, steel, T-O-L, weld-on, 1/2"" pipe size, includes 1 weld per joint and weld machine",,,14.313,58.85,1.842
170500,materials_hvac,placeholder,"Nozzle, steel, T-O-L, weld-on, 3/4"" pipe size, includes 1 weld per joint and weld machine",,,5.986,233.684,7.328
170501,materials_hvac,placeholder,"Flange, steel, forged steel, weld neck, 150 lb., 2-1/2"" pipe size, includes 1 weld per joint and weld machine",,,29.325,53.65,1.382
170502,materials_hvac,placeholder,"Flange, steel, forged steel, weld neck, 150 lb., 4"" pipe size, includes 1 weld per joint and weld machine",,,162.729,554.718,6.932
170503,materials_hvac,placeholder,"Pressure & temperature safety plug, 3/4"" external thread, 3/8"" diameter element, 7-1/2"" insertion, 316 stainless steel",,,340.656,45.914,0.0
170504,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 3/4"" pipe size",,,499.002,173.12,0.0
170505,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 1"" pipe size",,,72.611,143.746,0.0
170506,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 1-1/4"" pipe size",,,527.36,183.35,0.0
170507,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 1-1/2"" pipe size",,,881.475,103.8,0.0
170508,materials_hvac,placeholder,"Strainer, Y type, bronze body, screwed, 125 lb., 2"" pipe size",,,647.92,50.023,0.0
170509,materials_hvac,placeholder,"Strainer, Y type, bronze body, flanged, 150 lb., 2-1/2"" pipe size, flanged",,,5662.8,354.412,0.0
170510,materials_hvac,placeholder,"Strainer, Y type, bronze body, flanged, 150 lb., 3"" pipe size, flanged",,,609.525,639.468,0.0
170511,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 3/4"" pipe size",,,492.894,69.02,0.0
170512,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 1"" pipe size",,,443.383,167.591,0.0
170513,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 1-1/4"" pipe size",,,323.227,50.081,0.0
170514,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 1-1/2"" pipe size",,,330.15,74.182,0.0
170515,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 2"" pipe size",,,1103.6,287.244,0.0
170516,materials_hvac,placeholder,"Circuit setter balance valve, bronze body, threaded, 2-1/2"" pipe size",,,359.0,405.81,0.0
170517,materials_hvac,placeholder,"Air control, air separator, micro-bubble type for total air removal, closed loop system, water (hot or chilled), or glycol system, threaded, 2-1/2"" diameter, excludes necessary bladder type tank",,,3847.35,297.26,0.0
170518,materials_hvac,placeholder,"Expansion joints, bellows type, neoprene cover, flanged spool, 6"" face to face, 2-1/2"" diameter",,,2506.82,426.523,0.0
170519,materials_hvac,placeholder,"Expansion tanks, steel, liquid expansion, painted, 15 gallon capacity, ASME",,,1424.85,244.57,0.0
170520,materials_hvac,placeholder,"Expansion tanks, steel, liquid expansion, painted, 24 gallon capacity, ASME",,,456.0,234.669,0.0
170521,materials_hvac,placeholder,"Expansion tanks, steel, liquid expansion, painted, 60 gallon capacity, ASME",,,1037.575,300.184,0.0
170522,materials_hvac,placeholder,"Expansion tanks, steel, liquid expansion, rubber diaphragm, size is acceptable capacity, 61 gallon capacity, ASME",,,12664.925,664.411,0.0
170523,materials_hvac,placeholder,"Balancing, air conditioning equipment, rooftop heating and cooling unit, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
170524,materials_hvac,placeholder,"Balancing, air conditioning equipment, supply, return, exhaust, registers and diffusers, high ceiling, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
170525,materials_hvac,placeholder,"Balancing, air conditioning equipment, supply, return, exhaust, registers and diffusers, variable volume boxes, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
170526,materials_hvac,placeholder,"Balancing, water, cooling tower, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
170527,materials_hvac,placeholder,"Balancing, water, fan coil unit, unit ventilator, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
170528,materials_hvac,placeholder,"Balancing, water, main and duct re-heat coils, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
170529,materials_hvac,placeholder,"Balancing, water, pumps, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
170530,materials_hvac,placeholder,"Balancing, water, unit heater, (Subcontractor's quote including material & labor)",,,0.0,0.0,0.0
170531,materials_hvac,placeholder,"Control components/DDC system, subcontractor's quote incl.material & labor, analog inputs, sensors (average 50' run in 1/2"" EMT), water flow",,,166.572,812.36,0.0
170532,materials_hvac,placeholder,"Pneumatic control system, heating & ventilating, split system, cooling tower, fan cycle, damper control, control system, including water readout in/out at panel",,,51896.0,461.1,0.0
170533,materials_hvac,placeholder,"Pneumatic control system, fan coil, heating & cooling valves, 4 pipe control system",,,2009.0,701.76,0.0
170534,materials_hvac,placeholder,"Control component, gauges, pressure or vacuum, 3-1/2"" diameter dial",,,106.194,102.608,0.0
170535,materials_hvac,placeholder,"Control component, thermometers, stem type, 9"" case, 8"" stem, 3/4"" NPT",,,924.066,50.3,0.0
170536,materials_hvac,placeholder,"Control component, thermostats, electric, timed, 1 set back",,,389.672,181.569,0.0
170537,materials_hvac,placeholder,"Control component, valves, motor controlled, electric motor actuated, brass, two way, screwed, 3/4"" pipe size, incl. actuator",,,1220.445,140.901,0.0
170538,materials_hvac,placeholder,"Control component, valves, motor controlled, electric motor actuated, brass, two way, screwed, 1"" pipe size",,,483.025,88.786,0.0
170539,materials_hvac,placeholder,"Control component, burner solenoid valve, electric motor actuated, brass two way screwed, 2"" pipe size",,,348.75,128.0,0.0
170540,materials_hvac,placeholder,"Control component, burner solenoid valve, brass, three way, screwed, 1-1/2"" pipe size",,,2784.015,7.965,0.0
170541,materials_hvac,placeholder,"Control component, burner solenoid valve, iron body, three way, flanged, 2-1/2"" pipe size",,,694.425,1522.91,0.0
170542,materials_hvac,placeholder,"Duct thermal insulation, blanket type, flexible, fire rated for grease ducts, 1-1/2"" thick",,,3.667,51.861,0.0
170543,materials_hvac,placeholder,"Duct thermal insulation, blanket type, fiberglass, flexible, FSK vapor barrier wrap, .75 lb. density, 1-1/2"" thick",,,0.242,9.72,0.0
